Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TA","Animaux vivants","114","Kenya","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4357","","Donnée officielle"
"TA","Animaux vivants","113","Kirghizistan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","128","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","113","Kirghizistan","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","83","Kiribati","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","118","Koweït","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2707","","Donnée officielle"
"TA","Animaux vivants","118","Koweït","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","698","","Donnée officielle"
"TA","Animaux vivants","122","Lesotho","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3388","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","122","Lesotho","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","119","Lettonie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1888","","Donnée officielle"
"TA","Animaux vivants","119","Lettonie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","172","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","976","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","27","","Donnée officielle"
"TA","Animaux vivants","123","Libéria","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","124","Libye","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","473","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","126","Lituanie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","5343","","Donnée officielle"
"TA","Animaux vivants","126","Lituanie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2721","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","97","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","164","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","617","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1267","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","31","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2","","Donnée officielle"
"TA","Animaux vivants","131","Malaisie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2477","*","Chiffre non officiel"
"TA","Animaux vivants","131","Malaisie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","51008","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","197","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","34","","Donnée officielle"
"TA","Animaux vivants","132","Maldives","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","16","","Donnée officielle"
"TA","Animaux vivants","133","Mali","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1397","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","133","Mali","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","857","F","Estimation FAO"
"TA","Animaux vivants","134","Malte","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","16","","Donnée officielle"
"TA","Animaux vivants","134","Malte","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","58","","Donnée officielle"
"TA","Animaux vivants","143","Maroc","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3331","","Donnée officielle"
"TA","Animaux vivants","143","Maroc","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2558","","Donnée officielle"
"TA","Animaux vivants","137","Maurice","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","178","","Donnée officielle"
"TA","Animaux vivants","137","Maurice","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","173","","Donnée officielle"
"TA","Animaux vivants","136","Mauritanie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","4","*","Chiffre non officiel"
"TA","Animaux vivants","138","Mexique","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3842","","Donnée officielle"
"TA","Animaux vivants","138","Mexique","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","141","Mongolie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","200","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","273","Monténégro","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","985","","Donnée officielle"
"TA","Animaux vivants","273","Monténégro","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","46","","Donnée officielle"
"TA","Animaux vivants","144","Mozambique","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2103","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","144","Mozambique","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","28","Myanmar","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","300","F","Estimation FAO"
"TA","Animaux vivants","147","Namibie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","11223","","Donnée officielle"
"TA","Animaux vivants","147","Namibie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","149","Népal","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1122","","Donnée officielle"
"TA","Animaux vivants","149","Népal","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","","Donnée officielle"
"TA","Animaux vivants","157","Nicaragua","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","4001","","Donnée officielle"
"TA","Animaux vivants","157","Nicaragua","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","158","Niger","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","51","","Donnée officielle"
"TA","Animaux vivants","158","Niger","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","159","Nigéria","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","20","F","Estimation FAO"
"TA","Animaux vivants","159","Nigéria","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","160","Nioué","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","162","Norvège","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","19","*","Chiffre non officiel"
"TA","Animaux vivants","162","Norvège","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","153","Nouvelle-Calédonie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","","Donnée officielle"
"TA","Animaux vivants","153","Nouvelle-Calédonie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","3","*","Chiffre non officiel"
"TA","Animaux vivants","156","Nouvelle-Zélande","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","156","Nouvelle-Zélande","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1323","","Donnée officielle"
"TA","Animaux vivants","221","Oman","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","179","*","Chiffre non officiel"
"TA","Animaux vivants","221","Oman","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2","","Donnée officielle"
"TA","Animaux vivants","226","Ouganda","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1575","","Donnée officielle"
"TA","Animaux vivants","226","Ouganda","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","52","","Donnée officielle"
"TA","Animaux vivants","235","Ouzbékistan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","989","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","235","Ouzbékistan","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","165","Pakistan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1369","","Donnée officielle"
"TA","Animaux vivants","165","Pakistan","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2899","","Donnée officielle"
"TA","Animaux vivants","299","Palestine","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","34","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","299","Palestine","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","166","Panama","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1431","","Donnée officielle"
"TA","Animaux vivants","166","Panama","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","104","","Donnée officielle"
"TA","Animaux vivants","168","Papouasie-Nouvelle-Guinée","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","193","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","168","Papouasie-Nouvelle-Guinée","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","21","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","169","Paraguay","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","14993","","Donnée officielle"
"TA","Animaux vivants","169","Paraguay","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","150","Pays-Bas","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","274401","","Donnée officielle"
"TA","Animaux vivants","150","Pays-Bas","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","330181","","Donnée officielle"
"TA","Animaux vivants","170","Pérou","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1235","","Donnée officielle"
"TA","Animaux vivants","170","Pérou","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1484","","Donnée officielle"
"TA","Animaux vivants","171","Philippines","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","511","","Donnée officielle"
"TA","Animaux vivants","171","Philippines","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","87","","Donnée officielle"
"TA","Animaux vivants","173","Pologne","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","48780","","Donnée officielle"
"TA","Animaux vivants","173","Pologne","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","78506","","Donnée officielle"
"TA","Animaux vivants","70","Polynésie française","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","222","","Donnée officielle"
"TA","Animaux vivants","174","Portugal","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","16518","","Donnée officielle"
"TA","Animaux vivants","174","Portugal","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","41267","","Donnée officielle"
"TA","Animaux vivants","179","Qatar","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","171","*","Chiffre non officiel"
"TA","Animaux vivants","179","Qatar","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","212","République arabe syrienne","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","9199","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","212","République arabe syrienne","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","139","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","37","République centrafricaine","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","117","République de Corée","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","608","*","Chiffre non officiel"
"TA","Animaux vivants","117","République de Corée","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","3","*","Chiffre non officiel"
"TA","Animaux vivants","146","République de Moldova","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3994","","Donnée officielle"
"TA","Animaux vivants","146","République de Moldova","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","250","République démocratique du Congo","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1072","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","120","République démocratique populaire lao","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","955","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","56","République dominicaine","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","989","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","56","République dominicaine","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1824","","Donnée officielle"
"TA","Animaux vivants","215","République-Unie de Tanzanie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","964","","Donnée officielle"
"TA","Animaux vivants","215","République-Unie de Tanzanie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4","","Donnée officielle"
"TA","Animaux vivants","183","Roumanie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","87373","","Donnée officielle"
"TA","Animaux vivants","183","Roumanie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","10888","","Donnée officielle"
"TA","Animaux vivants","229","Royaume-Uni","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","11549","","Donnée officielle"
"TA","Animaux vivants","229","Royaume-Uni","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","18652","","Donnée officielle"
"TA","Animaux vivants","184","Rwanda","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","608","","Donnée officielle"
"TA","Animaux vivants","184","Rwanda","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","11","","Donnée officielle"
"TA","Animaux vivants","189","Sainte-Lucie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","53","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","188","Saint-Kitts-et-Nevis","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","18","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","190","Saint-Pierre-et-Miquelon","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","4","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","191","Saint-Vincent-et-les Grenadines","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","14","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","244","Samoa","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","31","","Donnée officielle"
"TA","Animaux vivants","5","Samoa américaines","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","193","Sao Tomé-et-Principe","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","33","","Donnée officielle"
"TA","Animaux vivants","195","Sénégal","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","143","","Donnée officielle"
"TA","Animaux vivants","195","Sénégal","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","188","","Donnée officielle"
"TA","Animaux vivants","272","Serbie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","6201","","Donnée officielle"
"TA","Animaux vivants","272","Serbie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","640","","Donnée officielle"
"TA","Animaux vivants","186","Serbie-et-Monténégro","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","186","Serbie-et-Monténégro","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","196","Seychelles","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","12","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","197","Sierra Leone","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","69","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","197","Sierra Leone","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","200","Singapour","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","46684","","Donnée officielle"
"TA","Animaux vivants","200","Singapour","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","199","Slovaquie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","40839","","Donnée officielle"
"TA","Animaux vivants","199","Slovaquie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","48228","","Donnée officielle"
"TA","Animaux vivants","198","Slovénie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","4389","","Donnée officielle"
"TA","Animaux vivants","198","Slovénie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","713","","Donnée officielle"
"TA","Animaux vivants","201","Somalie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","14","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","276","Soudan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1068","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","206","Soudan (ex)","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","206","Soudan (ex)","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","277","Soudan du Sud","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3","F","Estimation FAO"
"TA","Animaux vivants","38","Sri Lanka","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","496","","Donnée officielle"
"TA","Animaux vivants","38","Sri Lanka","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","82","","Donnée officielle"
"TA","Animaux vivants","210","Suède","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","250","","Donnée officielle"
"TA","Animaux vivants","210","Suède","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4841","","Donnée officielle"
"TA","Animaux vivants","211","Suisse","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","348","","Donnée officielle"
"TA","Animaux vivants","211","Suisse","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1212","","Donnée officielle"
"TA","Animaux vivants","207","Suriname","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","72","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","207","Suriname","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","208","Tadjikistan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","869","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","51","Tchécoslovaq","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","51","Tchécoslovaq","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","167","Tchéquie (la)","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","19467","","Donnée officielle"
"TA","Animaux vivants","167","Tchéquie (la)","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","91516","","Donnée officielle"
"TA","Animaux vivants","164","Territoire des Îles du Pacifique","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","216","Thaïlande","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2174","","Donnée officielle"
"TA","Animaux vivants","216","Thaïlande","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1256","","Donnée officielle"
"TA","Animaux vivants","217","Togo","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","20","","Donnée officielle"
"TA","Animaux vivants","219","Tonga","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","8","*","Chiffre non officiel"
"TA","Animaux vivants","219","Tonga","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","220","Trinité-et-Tobago","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","679","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","220","Trinité-et-Tobago","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","222","Tunisie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1305","","Donnée officielle"
"TA","Animaux vivants","222","Tunisie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","223","Turquie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3430","","Donnée officielle"
"TA","Animaux vivants","223","Turquie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","13778","","Donnée officielle"
"TA","Animaux vivants","230","Ukraine","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","97099","","Donnée officielle"
"TA","Animaux vivants","230","Ukraine","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","557","","Donnée officielle"
"TA","Animaux vivants","234","Uruguay","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","438","","Donnée officielle"
"TA","Animaux vivants","234","Uruguay","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","155","Vanuatu","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","47","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","236","Venezuela (République bolivarienne du)","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3409","*","Chiffre non officiel"
"TA","Animaux vivants","236","Venezuela (République bolivarienne du)","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","","Donnée officielle"
"TA","Animaux vivants","237","Viet Nam","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1923","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","249","Yémen","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2146","","Donnée officielle"
"TA","Animaux vivants","249","Yémen","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","248","Yougosla Rfs","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","248","Yougosla Rfs","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","251","Zambie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","713","","Donnée officielle"
"TA","Animaux vivants","251","Zambie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","290","","Donnée officielle"
"TA","Animaux vivants","181","Zimbabwe","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","180","","Donnée officielle"
"TA","Animaux vivants","181","Zimbabwe","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","953","","Donnée officielle"
